URL,MatchDateTime,Show,Snippet
https://archive.org/details/MSNBCW_20231023_080000_Meet_the_Press#start/3371/end/3406,10/23/2023 8:56:26,Meet the Press,"retaliatory strikes, and how do we report on that moving forward with empathy and skepticism. that is the challenge as reporters and a global community. peter, you were on air force one when president biden traveled to israel and that's exactly what amna is saying, the fine line and the challenge for president biden who publicly speaking is"
https://archive.org/details/MSNBCW_20231023_080000_Meet_the_Press#start/3381/end/3416,10/23/2023 8:56:36,Meet the Press,"saying we stand shoulder to shoulder with you, but privately his message is different, more complicated. yeah, he went to israel to give a hug to the israeli people, to basically say i'm here with you."
https://archive.org/details/MSNBCW_20231023_080000_Meet_the_Press#start/3436/end/3471,10/23/2023 8:57:31,Meet the Press,"the amount of losses they've suffered. he said don't make the same mistakes and widening the war beyond where it has to go. he's not lecturing them, but in the private meetings he asked pointed questions in a way that made clear his views and his feelings about how they should move forward. david, you've been talking to idf officials, israeli officials, i should say."
https://archive.org/details/MSNBCW_20231023_080000_Meet_the_Press#start/3453/end/3488,10/23/2023 8:57:48,Meet the Press,"what are your thoughts? so the first thing i hear after expressions of the trauma that the country's going through underlies what peter said. israelis are genuinely grateful if president biden's support,"
https://archive.org/details/MSNBCW_20231023_080000_Meet_the_Press#start/3468/end/3503,10/23/2023 8:58:03,Meet the Press,"this combination of embracing israel at a time it really needs it and also being honest and direct about the dangers of overreaching. i hear israeli officials thinking carefully about how to stage this next phase, the ground invasion of gaza in a way that doesn't get all of the"
https://archive.org/details/MSNBCW_20231023_080000_Meet_the_Press#start/3483/end/3518,10/23/2023 8:58:18,Meet the Press,"hostages killed. they have been trying over the last two weeks to map every inch of gaza, to find, if they can, where people are, so that they know where the hostages are being held and know how to behave appropriately. i hear people talking in great"
https://archive.org/details/MSNBCW_20231023_080000_Meet_the_Press#start/3497/end/3532,10/23/2023 8:58:32,Meet the Press,detail about how to avoid a two-front war. every day there's been some kind of action over the lebanese border. the israelis were attempted to go in hard. they worry defense has failed
https://archive.org/details/MSNBCW_20231023_080000_Meet_the_Press#start/3532/end/3567,10/23/2023 8:59:07,Meet the Press,"when this war ends. israel is committed to deterring hamas and that's the question that we'll be talking about for weeks and months. the secretary of state couldn't answer that, and what happens then? he talked about concerns about this two-front war that david mentions. well, the two-front war is a choice that iran is making and this isn't israel's choice. right now what we are seeing is"
https://archive.org/details/MSNBCW_20231023_080000_Meet_the_Press#start/3564/end/3599,10/23/2023 8:59:39,Meet the Press,"we've seen two or three separate attacks. those are coming on iranian orders for sure. so it's unclear whether the iranians really want to make this a two-front war. certainly for the israelis, it's absolutely right."
https://archive.org/details/MSNBCW_20231023_080000_Meet_the_Press#start/3580/end/3615,10/23/2023 8:59:55,Meet the Press,"they don't want that. they want to be able to focus on hamas. i think the one problem that we see is that as you see these calls for the bear hug, as you described it, right, which ask we love you, stay here, and the problem with that is the israelis have pursued that policy of restraint over the last 15 years, 16 years with"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/59/end/94,10/23/2023 9:31:14,Face the Nation,"good morning and welcome to 'face the nation.' i'm margaret brennan in washington. there have been dramatic developments overnight in the mid-yeast as the israelis step up air and artillery strikes, now firing missiles into southern gaza, an area where they've early urged residents to"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/79/end/114,10/23/2023 9:31:34,Face the Nation,"evacuate. there are still five to 600 americans trapped in gaza, and at least ten americans who are unaccounted for and potentially hostages of hamas. plus, there are clashes at israel's northern border with lebanon, home to the"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/93/end/128,10/23/2023 9:31:48,Face the Nation,"iranian-backed terror group hezbollah. overnight, defense secretary lloyd austin deployed additional air systems. we have a lot to get to today. but we begin in israel with"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/109/end/144,10/23/2023 9:32:04,Face the Nation,charlie d'agata. reporter: the full force of israeli airstrikes and artillery resumed overnight and this morning. and a rare airstrike in the west bank on a suspected hamas terror
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/125/end/160,10/23/2023 9:32:20,Face the Nation,"cell. two weeks of heavy bombardment has left gaza in ruins with the death toll that surpassed 4300 people, another 13000 injured. there had been a brief lull with the release of american hostages"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/175/end/210,10/23/2023 9:33:10,Face the Nation,reporter: a war israeli forces are readying more than 350000 reservists for. we've witnessed a steady buildup of hundreds of thousands of israeli troops and heavy equipment like this in staging areas all pointed in one
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/188/end/223,10/23/2023 9:33:23,Face the Nation,direction about a mile from gaza. the stated aim of the complete destruction of hamas means an invasion on a scale never seen here before. former major general israel ziv
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/206/end/241,10/23/2023 9:33:41,Face the Nation,"once expanded israeli forces in gaa. we are completely changing the tactics. we are going to lose a lot of fire. we don't want to play to their hands, to the traps, to whatever they prepare for us. reporter: this morning the"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/220/end/255,10/23/2023 9:33:55,Face the Nation,"israeli spokesman said that that strike on a suspected terror cell eliminated what he called a ticking bomb, while the wave of attacks overnight in gaza city resulted in the deaths of dozens of hamas militants."
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/252/end/287,10/23/2023 9:34:27,Face the Nation,demonstrations. over a hundred thousand people took to the streets of the british capital demanding an end to israel's war in gaza. there's also been similar scenes in arab capitals from sana in war-torn yemen to cairo where the egyptian president al sisi
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/267/end/302,10/23/2023 9:34:42,Face the Nation,"called for a, quote, day of rage just hours after his phone call with president biden earlier this week. it was a phone call in which a deal was reached between egypt, the u.s. and israel to allow 20 trucks of desperately needed"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/283/end/318,10/23/2023 9:34:58,Face the Nation,"humanitarian aid into the gaza strip which started arriving only yesterday on the israeli occupied west bank, the violence there is only getting worse. we were at one protest where we witnessed israeli snipers shoot"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/298/end/333,10/23/2023 9:35:13,Face the Nation,"at least three palestinians. earlier, we spoke with the president of the palestinian national initiative and a member of the palestinian legislative council since 2006. i'm shattered. i'm angry."
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/314/end/349,10/23/2023 9:35:29,Face the Nation,mainly because i don't understand why this all should happen. but what breaks my heart so much is the suffering of civilians. whether palestinian or israeli. and what i don't understand why the president of the united states comes here and instead of
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/329/end/364,10/23/2023 9:35:44,Face the Nation,"telling israeli enough is enough, you wanted to respond, you responded, you already killed many palestinians. instead of that, he's encouraging them to have an invasion, a ground invasion. so you think president biden's visit was a catastrophic"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/345/end/380,10/23/2023 9:36:00,Face the Nation,"mistake? catastrophic from three aspects. first, it was a huge political and diplomatic failure, as i told you, because nobody wanted to meet with him except israelis. second, it's a strategic"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/393/end/428,10/23/2023 9:36:48,Face the Nation,"real leverage over israel, and they should tell israel to stop, stop, enough, let's have ceasefire, let's have immediate exchange of prisoners so that all israeli prisoners would come back home safe, and let's initiate a true peace process to"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/407/end/442,10/23/2023 9:37:02,Face the Nation,"solve the roots of the problem, which is occupation and the system of apartheid. now, efforts to create a palestinian state have been at a standstill for years now, largely because israeli prime"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/440/end/475,10/23/2023 9:37:35,Face the Nation,"and a looming israeli ground war in gaza, it's a goal that seems even further away than ever. we go now to secretary of state antony blinken who is at the state department."
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/518/end/553,10/23/2023 9:38:53,Face the Nation,"attacks on israel or attacks on us on our personnel. and this is not by way of in terms of what we're doing by provocation. it's designed to deter, designed to make clear that no one should use this moment in any way to escalate."
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/533/end/568,10/23/2023 9:39:08,Face the Nation,"we'll stay tuned. in terms of what's happening in gaza, i know there are an estimated five to 600 americans there. is there any chance israel let's some of those americans out or egypt allows some of those americans in? you're exactly right. and to date, at least, hamas has"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/550/end/585,10/23/2023 9:39:25,Face the Nation,"blocked them from leaving, showing once again it's total disregard for civilians of any kind who are stuck in gaza. have you asked the israeli government to delay in order to give you more time to broker the release of these hostages? first, step back for a"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/567/end/602,10/23/2023 9:39:42,Face the Nation,"second, because it's important to remember what happened. it's incredible how quickly that gets lost. because it was only a couple of weeks ago that hamas invaded israel with its terrorist fighters and slaughtered. and i use that word very"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/597/end/632,10/23/2023 9:40:12,Face the Nation,"of times because of the rockets from hamas. so my point is this. no country, no country can be expected to tolerate this, to live with this. and, as we said from the start, israel has both the right and even the obligation not only to"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/613/end/648,10/23/2023 9:40:28,Face the Nation,"defend itself but to try to make sure that, to the best of its ability, this can't happen again. so, we talked to the israelis about what they're planning, we give them our best advice, it's important, as we've said, not only what they do but how they do it, particularly when it"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/628/end/663,10/23/2023 9:40:43,Face the Nation,"comes to making sure the civilians are as protected as they possibly can be in this crossfire of hamas is making. but in terms of what we're talking to israel about with regard to their military operations, it really is focused on both how they do it and how best to achieve the results that"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/659/end/694,10/23/2023 9:41:14,Face the Nation,"two weeks, unicef says 1524 children have been killed in the gaza strip during these bombings. why isn't the u.s. calling for at least a temporary ceasefire? first, margaret, when i hear"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/676/end/711,10/23/2023 9:41:31,Face the Nation,"the stories when, i see the pictures of young children who have lost their lives in this conflict of hamas' making, whoever they are, whether they are, whether they're palestinians, whether they're"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/692/end/727,10/23/2023 9:41:47,Face the Nation,"israelis, whether they're jews or muslims. it hits me, and i know it hits virtually everyone right in the heart. and that's why it's so important to do everything possible to protect them and why it's so"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/737/end/772,10/23/2023 9:42:32,Face the Nation,something a minute ago that we have to remember. israel has to do everything it can to make sure this doesn't happen again. freezing things in place where they are now would allow hamas to remain where it is and to
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/750/end/785,10/23/2023 9:42:45,Face the Nation,repeat what it's done some time in the future. no country could accept that. one of my colleagues who is onthe ground in israel and has traveled to the west bank conducted an interview with
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/769/end/804,10/23/2023 9:43:04,Face the Nation,"mr. -- a palestinian politician, i'm sure you know. he said he doesn't understand why president biden, when he was in israel, did not say enough is enough, you wanted to respond and you responded, you you killed 4000 palestinians, stop. instead, you're encouraging a"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/831/end/866,10/23/2023 9:44:06,Face the Nation,"speech saying palestinian lives seem to matter less than israeli ones, our lives matter less than other lives, the application of international law is optional and human rights appear to be boundaries based on races and religions. that's a warning from one of america's closest friends in the"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/846/end/881,10/23/2023 9:44:21,Face the Nation,"region that this is a dangerous message to be sending, and it could have blowback. are you concerned? margaret, every life, palestinian, israeli, jewish,"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/862/end/897,10/23/2023 9:44:37,Face the Nation,"muslim, arab, every life has equal worth. when i see the reports, when i see the photographs, when i hear the stories of young children, palestinian children who have been killed or injured, it hits"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/894/end/929,10/23/2023 9:45:09,Face the Nation,"in chicago, who was viciously murdered, apparently because he was a palestinian-american. a little boy, 6 years old, didn't do anything to anyone. i feel that strongly across the"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/908/end/943,10/23/2023 9:45:23,Face the Nation,"board no matter where it is. but this is on hamas, and the fact is hamas doesn't represent the palestinian people. it doesn't represent their just cause. it doesn't represent their"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/924/end/959,10/23/2023 9:45:39,Face the Nation,"aspiration, and legitimate aspiration for a state of their own. on the contrary, it does everything to make life worse and more miserable. does the u.s. assess that it is actually possible for israel to destroy both hamas as an"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/970/end/1005,10/23/2023 9:46:25,Face the Nation,"relations, and to lift up the rights of the palestinian people, to be able to have a future where they work together, go to school together, do business together, travel to each others' countries. that's one vision. the other vision is the vision that hamas has, death,"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/1106/end/1141,10/23/2023 9:48:41,Face the Nation,"israel last week, and repeated a certain phrase i want to play for you here in his oval office address. but i caution this while you feel that rage, don't be consumed by it. after 9/11, we were enraged in"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/1139/end/1174,10/23/2023 9:49:14,Face the Nation,israel taking actions that could backfire on their own security? i think that our support in defense of israel needs to be unwavering. i think for the most part that's what president biden has demonstrated. i thought that most of the themes he laid out in his oval office address were exactly
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/1200/end/1235,10/23/2023 9:50:15,Face the Nation,"united states, we are united across party lines in the defense of israel and in the importance of destroying hamas. and also a very strong warning that the president has issued to iran, and that, frankly, the biden administration policy needs to be changed to make it"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/1249/end/1284,10/23/2023 9:51:04,Face the Nation,"hamas slaughtered innocents. they invaded israel and they slaughtered women and children and tortured people and raped people. and the fact that the world has moved on from that now, that is an ideology, if it even is one, of evil. and so the way to battle that is"
https://archive.org/details/KPIX_20231023_093000_Face_the_Nation#start/1753/end/1788,10/23/2023 9:59:28,Face the Nation,"this group of international intelligence chiefs don't sit for group interviews. what is the most important takeaway for our audience? but they did for '60 minutes,' tonight. the israel/hamas."
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/65/end/100,10/23/2023 10:01:20,Face the Nation,"israel, and u.s. border security. and that's where our conversation began. we have big power competition from china, from russia, and we still have terrorism problems as the israelis have certainly"
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/96/end/131,10/23/2023 10:01:51,Face the Nation,said they're now friends forever. iranian drones are being used in ukraine and against the israelis. there's resistance among some republicans including here in the senate about bundling things together. is it possible to pass ukraine aid if it's not tied to israel?
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/210/end/245,10/23/2023 10:03:45,Face the Nation,we're generally in the same place. on the issue of israel that does seem to be a unifying issue for many republicans. and i want to ask you about this $10 billion request the president is making. do you think there need to be
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/224/end/259,10/23/2023 10:03:59,Face the Nation,"any provisions in there that would account for the risk of human rights violations in gaza? well, we want to make sure we're not sending money to hamas. i can tell you that."
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/239/end/274,10/23/2023 10:04:14,Face the Nation,"but there are genuine humanitarian needs of the people in gaza who are not hamas, who've been thrown under the bus by what hamas, innocent people."
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/257/end/292,10/23/2023 10:04:32,Face the Nation,"but we want to be careful about how the money is spent, be sure it actually gets where it's supposed to get. for any military aid that's going to israel right now, do you think there needs to be -- need to be strings attached?"
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/272/end/307,10/23/2023 10:04:47,Face the Nation,"israel's our strongest ally in the world. we trust them, and we have a very tight relationship with them both on an intelligence side and a military side. so, i don't think the kind of"
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/288/end/323,10/23/2023 10:05:03,Face the Nation,"oversight we are talking about for ukraine, for example, would be necessary for israel. you know, to do all of these things, you need a partner in congress. senator welch said you are the only republican negotiator right"
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/334/end/369,10/23/2023 10:05:49,Face the Nation,the house. i have my hands full here in the senate. and we're going to do our job and hope the house can get functional here some time soon. there is no current u.s. ambassador to israel right now. and some of your republican colleagues have voiced concerns
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/456/end/491,10/23/2023 10:07:51,Face the Nation,"$6 billion. and, number three, back up the israelis in every conceivable way after this attack by iran-sponsored hamas. you oppose all diplomacy with"
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/830/end/865,10/23/2023 10:14:05,Face the Nation,"the united nations relief and works agency for palestinian refugees, the u.s. is its largest donor. good afternoon to you. good morning, margaret. i want to go straight to questions, but i did want to"
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/848/end/883,10/23/2023 10:14:23,Face the Nation,"first acknowledge our condolences. i saw that 29 of your employees were killed in gaza according to the announcement some, while sleeping in their beds at home during these bombings. we're sorry. can you tell us what people at"
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/862/end/897,10/23/2023 10:14:37,Face the Nation,"home need to know about what's happening inside of gaza right now? listen. this is an unprecedented humanitarian crisis, which is unfolding under our watch."
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/877/end/912,10/23/2023 10:14:52,Face the Nation,"we have 1 million people who have moved from their home. gaza city has been shut down, hospital have been hit, people have been hit."
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/910/end/945,10/23/2023 10:15:25,Face the Nation,"certainly we might have more people to come. what we know is gaza is under -- until yesterday, absolutely nothing enter into gaza. well, i saw that those 20"
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/941/end/976,10/23/2023 10:15:56,Face the Nation,"is coming? what we need is the significant scaling-up of a supply line into gaza. and it needs to be sustained and it needs to be uninterrupted. before october 7th, we have up"
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/958/end/993,10/23/2023 10:16:13,Face the Nation,"to 500 trucks entering into gaza. this was under a blockade at the time already 80% of the population was dependent of international assistance. so we need, margaret, much more than that."
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/1001/end/1036,10/23/2023 10:16:56,Face the Nation,"there was absolutely no looting. medicine and fuel have been taken from our headquarters in gaza, gaza city. and it has been handed over to"
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/1033/end/1068,10/23/2023 10:17:28,Face the Nation,"and you are running short on fuel now? today i issued a statement, an alarm, because in three, four days we will have no fuel any more in gaza. what does it mean? no fuel, no water, no bakery, no"
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/1069/end/1104,10/23/2023 10:18:04,Face the Nation,the verge of collapse. there was already a $75 million president biden did announc that the u.s. would provide about $100 million to help palestinians in gaza in the west bank from already allocated funds. will that help your
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/1119/end/1154,10/23/2023 10:18:54,Face the Nation,"for them. you are essentially filling the void of a government in providing some of these services. unruh, will it be able to continue operating after israel launches this expected ground"
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/1151/end/1186,10/23/2023 10:19:26,Face the Nation,"to the israeli and also the armed group in the gaza strip, the hamas, not to target any significant infrastructure, not to target our shelter where we have half a million people seeking a protection in the"
https://archive.org/details/KPIX_20231023_100000_Face_the_Nation#start/1295/end/1330,10/23/2023 10:21:50,Face the Nation,"we'll be back in a moment. according to the israeli government, there are more than 200 hostages being held in gaza, including some americans. president biden has vowed to get them all out."
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/65/end/100,10/29/2023 13:01:20,State of the Union With Jake Tapper and Dana Bash,"on the ground. israel expands its ground operations in gaza. we're going to fight in the air, ground, and sea. what does the escalation mean for the region's future? and for the hostages trapped there by hamas? national security adviser jake sullivan joins me live, next."
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/81/end/116,10/29/2023 13:01:36,State of the Union With Jake Tapper and Dana Bash,"and then, intelligence which he republican senator, james langford. plus, blackout, as israel's barrage picked up, gaza went dark with communication services cut. palestinian civilians must be protected. now with communications partly extraordinary, what is the latest inside gaza?"
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/119/end/154,10/29/2023 13:02:14,State of the Union With Jake Tapper and Dana Bash,"hello. i'm jake tapper in tel aviv, where israeli bombardments of gaza lit up the sky overnight. cnn teams are hearing constant explosions and some machine gun fire with drones, helicopters, and israeli fighter jets circling the skies. israel says the next phase of"
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/134/end/169,10/29/2023 13:02:29,State of the Union With Jake Tapper and Dana Bash,"its war against the terrorist group hamas has begun with israeli leaders confirming their troops are inside gaza and prepared for a, quote, long and difficult fight. we're just now getting our first looks at the damage inside gaza, as lines of communication to the"
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/150/end/185,10/29/2023 13:02:45,State of the Union With Jake Tapper and Dana Bash,"area are slowly coming back online after they were cut days ago, prompting increasingly dire warnings from aid workers about the conditions for civilians there. there are 2.3 million palestinians in gaza. in israel, that concern is"
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/165/end/200,10/29/2023 13:03:00,State of the Union With Jake Tapper and Dana Bash,"shared by the families of hamas hostages still trapped in gaza. they fear the barrage of israeli attacks make it less likely their loved ones will ever return home. and this morning, israeli prime minister benjamin netanyahu is apologizing after tweeting blame at his military and security"
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/196/end/231,10/29/2023 13:03:31,State of the Union With Jake Tapper and Dana Bash,melissa bell. and we're learning that a small number of aid trucks have entered gaza this morning. tell us more. reporter: that's right. it is ten extra aid trucks. that's according to the palestinian red crescent. it brings the total number of
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/212/end/247,10/29/2023 13:03:47,State of the Union With Jake Tapper and Dana Bash,"trucks, jake, that have managed to get through the rafa crossing and into gaza to 94 since this escalation began three weeks ago, since this conflict began three weeks ago. and to give you an idea and put that in some perspective, the"
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/228/end/263,10/29/2023 13:04:03,State of the Union With Jake Tapper and Dana Bash,more than 2 million habitants of gaza are dependent on what the u.n. estimates would be 100 truckloads per day of aid getting in. the fact that there have been 94 so far gives you an idea of how depleted the resources are inside the gaza strip. and i think one important measure of that is what we've
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/275/end/310,10/29/2023 13:04:50,State of the Union With Jake Tapper and Dana Bash,"seeing now 40 other trucks that are on the other side of the rafa crossing from egyptian authorities and waiting to get through. the difficulty is the checks that are being imposed on those con voice by israeli authorities. now, we've been hearing also from the israeli military over the course of the weekend,"
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/291/end/326,10/29/2023 13:05:06,State of the Union With Jake Tapper and Dana Bash,"saying -- the course of the last few hours, jake, i'm sorry, saying, look, we'll hope to get more aid trucks in, but it's extremely slow and we're wanting to check every aid truck that's going in because we're concerned about what's going into the gaza strip."
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/321/end/356,10/29/2023 13:05:36,State of the Union With Jake Tapper and Dana Bash,"operations in the gaza strip. netanyahu is calling this the second phase of the war. is this the ground invasion we've been expecting? and i know that the biden white house believes that israel has the right to do so this, but my question is, do you think what"
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/336/end/371,10/29/2023 13:05:51,State of the Union With Jake Tapper and Dana Bash,"israel is doing in gaza is wise? do you think what they're doing is the smart thing to do? first as to what is exactly here, i'll let the israeli"
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/366/end/401,10/29/2023 13:06:21,State of the Union With Jake Tapper and Dana Bash,numerous conversations from the prime minister and prime minister on down and certainly among the prime minister and their counterparts about israeli military objectives and about the steps that they have ten and intend to take to achieve those objectives and we've asked them hard questions.
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/396/end/431,10/29/2023 13:06:51,State of the Union With Jake Tapper and Dana Bash,"this operation. but we've done all of that behind closed doors, so i'm not going to characterize here today the specific nature of those conversations. what i will say is this. hamas is making life extremely difficult for israel by taking"
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/413/end/448,10/29/2023 13:07:08,State of the Union With Jake Tapper and Dana Bash,"civilians as human shields and by putting their rocket infrastructure and terrorist infrastructure among civilians. that creates an added burden for israel, but it does not lessen israel's responsibility, under international humanitarian law to distinguish between"
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/427/end/462,10/29/2023 13:07:22,State of the Union With Jake Tapper and Dana Bash,terrorists and civilians and to protect the lives of innocent people. and that is the overwhelming majority of the people in gaza. those are innocent people whose lives should be protected. right. and that's really what i'm
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/443/end/478,10/29/2023 13:07:38,State of the Union With Jake Tapper and Dana Bash,"asking, because so far, israel says that they've killed about 32 hamas commanders. and we also know that thousands of palestinians have died. i don't know what the exact number is, but we know it's thousands. and, look, you're in a much better position to analyze the"
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/456/end/491,10/29/2023 13:07:51,State of the Union With Jake Tapper and Dana Bash,"specific targets israel is striking than i am, or the airplane critics on social media, based on what you're looking at, based on your analysis, is israel making limited, targeted, specific,"
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/492/end/527,10/29/2023 13:08:27,State of the Union With Jake Tapper and Dana Bash,civ ma palestinian civilians have been killed in this bombardment. every single one of those deaths is a tragedy. every human life is sacred. and we stand firmly for the proposition that all measures should be taken that are
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/524/end/559,10/29/2023 13:08:59,State of the Union With Jake Tapper and Dana Bash,"but that does not lessen israel's responsibility in this regard. and we have had conversations privately, as well as our public pronouncements, private conversations with israel about the need to protect innocent civilians and to be targeted in"
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/537/end/572,10/29/2023 13:09:12,State of the Union With Jake Tapper and Dana Bash,"their military operations, so that it's focused on the terrorists and not on innocent people whose lives deserve to be protected. look, i'm not pretending i have the answers. i get it, israel -- look, we can  _"
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/602/end/637,10/29/2023 13:10:17,State of the Union With Jake Tapper and Dana Bash,"what we believe is that every hour, every day of this military operation, the idf, the israeli government should be taking every possible means available to them to distinguish between hamas -- and are they?  _"
https://archive.org/details/CNNW_20231029_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/648/end/683,10/29/2023 13:11:03,State of the Union With Jake Tapper and Dana Bash,in the fundamental laws of war. so there's a lot of fear among the families that have hostages in gaza right now that what the idf is doing is guaranteeing they'll never see
