,,,,,,,
,,,,,,,
URL,MatchDateTime,Day,Station,Show,IAShowID,IAPreviewThumb,Snippet
https://archive.org/details/CNNW_20231019_060000_CNN_Newsroom_Live#start/90/end/125,10/19/2023 6:01:45,10/19/2023,CNN,CNN Newsroom Live,CNNW_20231019_060000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231019_060000_CNN_Newsroom_Live/CNNW_20231019_060000_CNN_Newsroom_Live.thumbs/CNNW_20231019_060000_CNN_Newsroom_Live_000088.jpg,which is controlled by hamas. the u.s. now says intelligence suggests israel is not responsible for the explosion as officials in gaza have claimed. and state president joe biden echoed the explanation from
https://archive.org/details/CNNW_20231019_060000_CNN_Newsroom_Live#start/249/end/284,10/19/2023 6:04:24,10/19/2023,CNN,CNN Newsroom Live,CNNW_20231019_060000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231019_060000_CNN_Newsroom_Live/CNNW_20231019_060000_CNN_Newsroom_Live.thumbs/CNNW_20231019_060000_CNN_Newsroom_Live_000238.jpg,of mass casualties in gaza emerged. now with the hamas controlled gaza health ministry saying the death toll is over 470 from an explosion in the courtyard of this church run hospital.
https://archive.org/details/CNNW_20231019_060000_CNN_Newsroom_Live#start/2182/end/2217,10/19/2023 6:36:37,10/19/2023,CNN,CNN Newsroom Live,CNNW_20231019_060000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231019_060000_CNN_Newsroom_Live/CNNW_20231019_060000_CNN_Newsroom_Live.thumbs/CNNW_20231019_060000_CNN_Newsroom_Live_002157.jpg,"difficult is moving around due to security, but also due to blockages from rubble, et cetera, unexploded munitions. for gaza citizens, the deadly waiting game means lifelines are fast running out. the palestinian health ministry"
https://archive.org/details/CNNW_20231019_070000_CNN_Newsroom_Live#start/91/end/126,10/19/2023 7:01:46,10/19/2023,CNN,CNN Newsroom Live,CNNW_20231019_070000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231019_070000_CNN_Newsroom_Live/CNNW_20231019_070000_CNN_Newsroom_Live.thumbs/CNNW_20231019_070000_CNN_Newsroom_Live_000087.jpg,here and in gaza city where the hamas controlled ministry of health reports 471 people have been killed in tuesday's horrific hospital blast. and the u.s. now echoing israel's claim that the explosion was the result of an
https://archive.org/details/CNNW_20231019_070000_CNN_Newsroom_Live#start/182/end/217,10/19/2023 7:03:17,10/19/2023,CNN,CNN Newsroom Live,CNNW_20231019_070000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231019_070000_CNN_Newsroom_Live/CNNW_20231019_070000_CNN_Newsroom_Live.thumbs/CNNW_20231019_070000_CNN_Newsroom_Live_000177.jpg,of mass casualty in gaza emerged. now with the hamas controlled gaza health ministry said the death toll is over 470 from an explosion in the courtyard of
https://archive.org/details/CNNW_20231019_080000_CNN_Newsroom_Live#start/108/end/143,10/19/2023 8:02:03,10/19/2023,CNN,CNN Newsroom Live,CNNW_20231019_080000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231019_080000_CNN_Newsroom_Live/CNNW_20231019_080000_CNN_Newsroom_Live.thumbs/CNNW_20231019_080000_CNN_Newsroom_Live_000088.jpg,the hamas controlled ministry of health reports 471 people have been killed in tuesday's horrific hospital blast in gaza city. and the united states now echoing israel's claim that the explosion was the result of an errant rocket fired by the
https://archive.org/details/CNNW_20231019_080000_CNN_Newsroom_Live#start/1088/end/1123,10/19/2023 8:18:23,10/19/2023,CNN,CNN Newsroom Live,CNNW_20231019_080000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231019_080000_CNN_Newsroom_Live/CNNW_20231019_080000_CNN_Newsroom_Live.thumbs/CNNW_20231019_080000_CNN_Newsroom_Live_001079.jpg,"and unexploded munitions. reporter: for gaza citizens, the deadly waiting game means life lines are fast running out. the palestinian health ministry says hospitals are collapsing without fuel. and the world food program warns"
https://archive.org/details/CNNW_20231019_090000_Early_Start_With_Kasie_Hunt#start/1474/end/1509,10/19/2023 9:24:49,10/19/2023,CNN,Early Start With Kasie Hunt,CNNW_20231019_090000_Early_Start_With_Kasie_Hunt,https://archive.org/download/CNNW_20231019_090000_Early_Start_With_Kasie_Hunt/CNNW_20231019_090000_Early_Start_With_Kasie_Hunt.thumbs/CNNW_20231019_090000_Early_Start_With_Kasie_Hunt_001467.jpg,"palestinian health authority, controlled by hamas, saying that the israelis caused the deaths of hundreds of people by striking a hospital, huge globalismly indications. but now it seem like all the information israelis are putting out have at least convinced the americans that they didn't do"
https://archive.org/details/CNNW_20231019_110000_CNN_This_Morning#start/640/end/675,10/19/2023 11:10:55,10/19/2023,CNN,CNN This Morning,CNNW_20231019_110000_CNN_This_Morning,https://archive.org/download/CNNW_20231019_110000_CNN_This_Morning/CNNW_20231019_110000_CNN_This_Morning.thumbs/CNNW_20231019_110000_CNN_This_Morning_000628.jpg,authority as news of mass casualty in gaza emerged. now with the hamas-controlled health min i industry saying the death toll is over 470 from an explosion in the courtyard of
https://archive.org/details/CNNW_20231019_170000_CNN_News_Central#start/185/end/220,10/19/2023 17:03:20,10/19/2023,CNN,CNN News Central,CNNW_20231019_170000_CNN_News_Central,https://archive.org/download/CNNW_20231019_170000_CNN_News_Central/CNNW_20231019_170000_CNN_News_Central.thumbs/CNNW_20231019_170000_CNN_News_Central_000178.jpg,"fire, heavy machine gun fire, and hearing a helicopter, we've heard jets and the occasion missile strike into gaza. but this those terms, it has been relatively quiet. that strike further south from here. as you say, the hamas-controlled"
https://archive.org/details/CNNW_20231019_200000_The_Lead_With_Jake_Tapper#start/3007/end/3042,10/19/2023 20:50:22,10/19/2023,CNN,The Lead With Jake Tapper,CNNW_20231019_200000_The_Lead_With_Jake_Tapper,https://archive.org/download/CNNW_20231019_200000_The_Lead_With_Jake_Tapper/CNNW_20231019_200000_The_Lead_With_Jake_Tapper.thumbs/CNNW_20231019_200000_The_Lead_With_Jake_Tapper_002998.jpg,people contradicting the initial claims 471 people were killed. reminder that the palestinian health ministry is controlled by hamas. cnn's alex marquardt is here to walk us through the latest
https://archive.org/details/CNNW_20231019_200000_The_Lead_With_Jake_Tapper#start/3180/end/3215,10/19/2023 20:53:15,10/19/2023,CNN,The Lead With Jake Tapper,CNNW_20231019_200000_The_Lead_With_Jake_Tapper,https://archive.org/download/CNNW_20231019_200000_The_Lead_With_Jake_Tapper/CNNW_20231019_200000_The_Lead_With_Jake_Tapper.thumbs/CNNW_20231019_200000_The_Lead_With_Jake_Tapper_003178.jpg,"bodies and parts of bodies strewn all over the strike site. the health ministry, which is controlled by hamas, claims that almost 500 gazans were killed. the new u.s. intelligence assessment today says that number is lower, closer to 100 to 300. they still call it a staggering"
https://archive.org/details/CNNW_20231019_220000_The_Situation_Room_With_Wolf_Blitzer#start/639/end/674,10/19/2023 22:10:54,10/19/2023,CNN,The Situation Room With Wolf Blitzer,CNNW_20231019_220000_The_Situation_Room_With_Wolf_Blitzer,https://archive.org/download/CNNW_20231019_220000_The_Situation_Room_With_Wolf_Blitzer/CNNW_20231019_220000_The_Situation_Room_With_Wolf_Blitzer.thumbs/CNNW_20231019_220000_The_Situation_Room_With_Wolf_Blitzer_000629.jpg,"arresting about ten people there. seven palestinians according to the pa, were killed. that is just ratcheting up the tensions as you might imagine in the west bank, which is not run by hamas. it is run by what the international community recognizes as the leader of the"
https://archive.org/details/CNNW_20231020_000000_Anderson_Cooper_360#start/2432/end/2467,10/20/2023 0:40:47,10/20/2023,CNN,Anderson Cooper 360,CNNW_20231020_000000_Anderson_Cooper_360,https://archive.org/download/CNNW_20231020_000000_Anderson_Cooper_360/CNNW_20231020_000000_Anderson_Cooper_360.thumbs/CNNW_20231020_000000_Anderson_Cooper_360_002428.jpg,"bodies, parts of bodies strewn all over the place. the health ministry, which as you know is controlled by hamas, they have claimed almost 500 gazans killed. this new intelligence assessment that we saw today, they say the number is lower, closer to between 100 and 300, on the"
https://archive.org/details/CNNW_20231020_040000_CNN_Newsroom_Live#start/629/end/664,10/20/2023 4:10:44,10/20/2023,CNN,CNN Newsroom Live,CNNW_20231020_040000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231020_040000_CNN_Newsroom_Live/CNNW_20231020_040000_CNN_Newsroom_Live.thumbs/CNNW_20231020_040000_CNN_Newsroom_Live_000627.jpg,"it seems the president himself was involved in it and i think it is an important topic to deal with. the idea isn't there on the ground, it's an area controlled by hamas. they i the idf has not struck the area recently, and since it"
https://archive.org/details/CNNW_20231020_040000_CNN_Newsroom_Live#start/1351/end/1386,10/20/2023 4:22:46,10/20/2023,CNN,CNN Newsroom Live,CNNW_20231020_040000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231020_040000_CNN_Newsroom_Live/CNNW_20231020_040000_CNN_Newsroom_Live.thumbs/CNNW_20231020_040000_CNN_Newsroom_Live_001347.jpg,"explosion, but we have geolocated that explosion on the ground to the hospital. now eyewitnesses described bodies all over the place, parts of bodies strewn all over. health ministry, controlled by hamas, claims that almost 500"
https://archive.org/details/CNNW_20231020_050000_CNN_Newsroom_Live#start/2373/end/2408,10/20/2023 5:39:48,10/20/2023,CNN,CNN Newsroom Live,CNNW_20231020_050000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231020_050000_CNN_Newsroom_Live/CNNW_20231020_050000_CNN_Newsroom_Live.thumbs/CNNW_20231020_050000_CNN_Newsroom_Live_002368.jpg,on the grounds this is an area controlled by hamas. the idea definitely has not struck the area recently. and since it is a sensitive area. but i know that last time the crossing was supposed to open a few days ago to allow
https://archive.org/details/CNNW_20231020_170000_CNN_News_Central#start/124/end/159,10/20/2023 17:02:19,10/20/2023,CNN,CNN News Central,CNNW_20231020_170000_CNN_News_Central,https://archive.org/download/CNNW_20231020_170000_CNN_News_Central/CNNW_20231020_170000_CNN_News_Central.thumbs/CNNW_20231020_170000_CNN_News_Central_000118.jpg,"church compound leveled by an idf air strike. you're looking at video of it now. cnn can't independently confirm the number of casualties, but the health ministry in gaza says that 17 people were killed. in the meantime, trucks with food, water and medicine are"
https://archive.org/details/CNNW_20231021_000000_Anderson_Cooper_360#start/2357/end/2392,10/21/2023 0:39:32,10/21/2023,CNN,Anderson Cooper 360,CNNW_20231021_000000_Anderson_Cooper_360,https://archive.org/download/CNNW_20231021_000000_Anderson_Cooper_360/CNNW_20231021_000000_Anderson_Cooper_360.thumbs/CNNW_20231021_000000_Anderson_Cooper_360_002337.jpg,gaza. they are also enraged over what israel is calling wide scale counterterrorism operations in the west bank over the past 13 days. so far the palestinian health ministry in ramallah says 81 palestinians have been killed by
https://archive.org/details/CNNW_20231021_030000_Laura_Coates_Live#start/2812/end/2847,10/21/2023 3:47:07,10/21/2023,CNN,Laura Coates Live,CNNW_20231021_030000_Laura_Coates_Live,https://archive.org/download/CNNW_20231021_030000_Laura_Coates_Live/CNNW_20231021_030000_Laura_Coates_Live.thumbs/CNNW_20231021_030000_Laura_Coates_Live_002757.jpg,"of this, the children. according to palestinian ministry of health, the death toll in gaza has climbed to 4127. and do you know that 1661 of"
https://archive.org/details/CNNW_20231021_050000_CNN_Newsroom_Live#start/2579/end/2614,10/21/2023 5:43:14,10/21/2023,CNN,CNN Newsroom Live,CNNW_20231021_050000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231021_050000_CNN_Newsroom_Live/CNNW_20231021_050000_CNN_Newsroom_Live.thumbs/CNNW_20231021_050000_CNN_Newsroom_Live_002577.jpg,according to cnn analysis. they came in to escape the airstrikes and destruction. they thought they were safe here. the destruction followed them. the plan ministry of health
https://archive.org/details/CNNW_20231021_070000_CNN_Newsroom_Live#start/1424/end/1459,10/21/2023 7:23:59,10/21/2023,CNN,CNN Newsroom Live,CNNW_20231021_070000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231021_070000_CNN_Newsroom_Live/CNNW_20231021_070000_CNN_Newsroom_Live.thumbs/CNNW_20231021_070000_CNN_Newsroom_Live_001288.jpg,more than 4100 people have now been killed in israeli air strikes on gaza. that's according to the palestinian health ministry. that is after the hamas terror attacks in israel that killed at least 1400 people. now a new warning from the
https://archive.org/details/CNNW_20231021_070000_CNN_Newsroom_Live#start/3208/end/3243,10/21/2023 7:53:43,10/21/2023,CNN,CNN Newsroom Live,CNNW_20231021_070000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231021_070000_CNN_Newsroom_Live/CNNW_20231021_070000_CNN_Newsroom_Live.thumbs/CNNW_20231021_070000_CNN_Newsroom_Live_003208.jpg,israeli forces say they've left the area after more than 12 people killed in a raid. 20 were arrested. they say it was part of an operation to get more information on hostages taken by hamas. the palestinian ministry of health says 13 people were
https://archive.org/details/CNNW_20231021_080000_CNN_Newsroom_Live#start/496/end/531,10/21/2023 8:08:31,10/21/2023,CNN,CNN Newsroom Live,CNNW_20231021_080000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231021_080000_CNN_Newsroom_Live/CNNW_20231021_080000_CNN_Newsroom_Live.thumbs/CNNW_20231021_080000_CNN_Newsroom_Live_000478.jpg,"been killed in israeli air strikes on gaza according to the palestinian health ministry after the hamas terror attack in israel that killed at least 1400, war against hamas is entering the third week. seems children often suffer the most."
https://archive.org/details/CNNW_20231021_100000_CNN_This_Morning_Weekend#start/848/end/883,10/21/2023 10:14:23,10/21/2023,CNN,CNN This Morning Weekend,CNNW_20231021_100000_CNN_This_Morning_Weekend,https://archive.org/download/CNNW_20231021_100000_CNN_This_Morning_Weekend/CNNW_20231021_100000_CNN_This_Morning_Weekend.thumbs/CNNW_20231021_100000_CNN_This_Morning_Weekend_000838.jpg,"well, they can't check every truck. they're not print at the border crossing, so they're going to have to rely on egypt to check the trucks coming in. this is a border crossing controlled by hamas officials on the one side and egyptian officials on the other, but"
https://archive.org/details/CNNW_20231021_150000_Israel_at_War#start/141/end/176,10/21/2023 15:02:36,10/21/2023,CNN,Israel at War,CNNW_20231021_150000_Israel_at_War,https://archive.org/download/CNNW_20231021_150000_Israel_at_War/CNNW_20231021_150000_Israel_at_War.thumbs/CNNW_20231021_150000_Israel_at_War_000117.jpg,"share ing everything we can fro food to drinking water and supplies. smoke is still rising over parts of gaza as airstrikes continue. the death toll now stands at more than 4300 people, according to the palestinian ministry of health."
https://archive.org/details/CNNW_20231021_160000_Israel_at_War#start/145/end/180,10/21/2023 16:02:40,10/21/2023,CNN,Israel at War,CNNW_20231021_160000_Israel_at_War,https://archive.org/download/CNNW_20231021_160000_Israel_at_War/CNNW_20231021_160000_Israel_at_War.thumbs/CNNW_20231021_160000_Israel_at_War_000118.jpg,sharing everything we can from food and water. the death toll stands at 4300 people according to the palestinian ministry of health. tens of thousands of israeli troops continue to mass along
https://archive.org/details/CNNW_20231021_170000_Israel_at_War#start/116/end/151,10/21/2023 17:02:11,10/21/2023,CNN,Israel at War,CNNW_20231021_170000_Israel_at_War,https://archive.org/download/CNNW_20231021_170000_Israel_at_War/CNNW_20231021_170000_Israel_at_War.thumbs/CNNW_20231021_170000_Israel_at_War_000087.jpg,the united nations is warning gaza's th gaza's hospitals are on the brink of collapse. the death toll there now standing at more than 4300 people according to the palestinian ministry of health.
https://archive.org/details/CNNW_20231021_180000_Israel_at_War#start/117/end/152,10/21/2023 18:02:12,10/21/2023,CNN,Israel at War,CNNW_20231021_180000_Israel_at_War,https://archive.org/download/CNNW_20231021_180000_Israel_at_War/CNNW_20231021_180000_Israel_at_War.thumbs/CNNW_20231021_180000_Israel_at_War_000118.jpg,"warning that gaza's hospitals are on the brink of collapse. israel continues its air strikes over gaza. the death toll there now standing at more than 4300 people, according to the palestinian ministry of health."
https://archive.org/details/CNNW_20231021_190000_Israel_at_War#start/2826/end/2861,10/21/2023 19:47:21,10/21/2023,CNN,Israel at War,CNNW_20231021_190000_Israel_at_War,https://archive.org/download/CNNW_20231021_190000_Israel_at_War/CNNW_20231021_190000_Israel_at_War.thumbs/CNNW_20231021_190000_Israel_at_War_002817.jpg,"being envisioned, i think would be less controlled by hamas, a lot of the things that they were envisioning they did not have to do, they didn't have to consolidate food, they didn't have to consolidate batteries, and flashlights. that is the kind of thing. if you just take them home, then you can use the food"
https://archive.org/details/CNNW_20231021_200000_Israel_at_War#start/101/end/136,10/21/2023 20:01:56,10/21/2023,CNN,Israel at War,CNNW_20231021_200000_Israel_at_War,https://archive.org/download/CNNW_20231021_200000_Israel_at_War/CNNW_20231021_200000_Israel_at_War.thumbs/CNNW_20231021_200000_Israel_at_War_000087.jpg,"we begin this hour with a growing death toll in the war. minutes ago, the hamas-run media reported that 248 people have died in gaza just in the last 24 hours. palestinian health officials say 4300 people have died in gaza"
https://archive.org/details/CNNW_20231022_000000_Anderson_Cooper_360#start/2028/end/2063,10/22/2023 0:34:03,10/22/2023,CNN,Anderson Cooper 360,CNNW_20231022_000000_Anderson_Cooper_360,https://archive.org/download/CNNW_20231022_000000_Anderson_Cooper_360/CNNW_20231022_000000_Anderson_Cooper_360.thumbs/CNNW_20231022_000000_Anderson_Cooper_360_002007.jpg,controlled by hamas. i want to take you through two key moments here. one of this is from a life broadcast for you can see rockets that were being fired around the same time as this blast occurred. one of those rockets appears to burnout in the sky before crashing into the area where the hospital is.
https://archive.org/details/CNNW_20231022_040000_CNN_Newsroom_Live#start/341/end/376,10/22/2023 4:05:56,10/22/2023,CNN,CNN Newsroom Live,CNNW_20231022_040000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231022_040000_CNN_Newsroom_Live/CNNW_20231022_040000_CNN_Newsroom_Live.thumbs/CNNW_20231022_040000_CNN_Newsroom_Live_000327.jpg,"vehicles. israel says it carried out this air strike to target in its words a command center being run by hamas and islamic jihad, which israel says were planning an imminent terrorist attack. now, they carried out that air"
https://archive.org/details/CNNW_20231022_050000_CNN_Newsroom_Live#start/2708/end/2743,10/22/2023 5:45:23,10/22/2023,CNN,CNN Newsroom Live,CNNW_20231022_050000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231022_050000_CNN_Newsroom_Live/CNNW_20231022_050000_CNN_Newsroom_Live.thumbs/CNNW_20231022_050000_CNN_Newsroom_Live_002698.jpg,"access that journalists have to the gaza strip, and also the fact that that territory is indeed controlled by hamas. now, i want to take you through two key moments here. one of them is from this live"
https://archive.org/details/CNNW_20231022_070000_CNN_Newsroom_Live#start/410/end/445,10/22/2023 7:07:05,10/22/2023,CNN,CNN Newsroom Live,CNNW_20231022_070000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231022_070000_CNN_Newsroom_Live/CNNW_20231022_070000_CNN_Newsroom_Live.thumbs/CNNW_20231022_070000_CNN_Newsroom_Live_000387.jpg,illustrates how lives have been disrupted even for those in gaza who have survived the death and destruction so far. a tent city offering refuge to thousands of gaza residents who are fleeing south. the hamas-run government in gaza
https://archive.org/details/CNNW_20231022_070000_CNN_Newsroom_Live#start/2268/end/2303,10/22/2023 7:38:03,10/22/2023,CNN,CNN Newsroom Live,CNNW_20231022_070000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231022_070000_CNN_Newsroom_Live/CNNW_20231022_070000_CNN_Newsroom_Live.thumbs/CNNW_20231022_070000_CNN_Newsroom_Live_002248.jpg,"who have already suffered so much in two weeks of bombardment by israeli forces, more than 1600 children are believed to have died, according to the palestinian ministry of health. that question of civilian casualties still remains going"
https://archive.org/details/CNNW_20231022_080000_CNN_Newsroom_Live#start/2071/end/2106,10/22/2023 8:34:46,10/22/2023,CNN,CNN Newsroom Live,CNNW_20231022_080000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231022_080000_CNN_Newsroom_Live/CNNW_20231022_080000_CNN_Newsroom_Live.thumbs/CNNW_20231022_080000_CNN_Newsroom_Live_002069.jpg,"palestinian ministry of health, that question of civilian casualties still remains going forward. they have directed civilians to move out of the northern part of the gaza strip and to move south. when i spoke with a special"
https://archive.org/details/CNNW_20231022_110000_CNN_This_Morning_Weekend#start/606/end/641,10/22/2023 11:10:21,10/22/2023,CNN,CNN This Morning Weekend,CNNW_20231022_110000_CNN_This_Morning_Weekend,https://archive.org/download/CNNW_20231022_110000_CNN_This_Morning_Weekend/CNNW_20231022_110000_CNN_This_Morning_Weekend.thumbs/CNNW_20231022_110000_CNN_This_Morning_Weekend_000598.jpg,"impact will be on gaza's civilians who have already suffered so much in two weeks of bombardment by israeli forces, more than 1600 children are believed to have died, according to the palestinian ministry of"
https://archive.org/details/CNNW_20231022_120000_CNN_This_Morning_Weekend#start/72/end/107,10/22/2023 12:01:27,10/22/2023,CNN,CNN This Morning Weekend,CNNW_20231022_120000_CNN_This_Morning_Weekend,https://archive.org/download/CNNW_20231022_120000_CNN_This_Morning_Weekend/CNNW_20231022_120000_CNN_This_Morning_Weekend.thumbs/CNNW_20231022_120000_CNN_This_Morning_Weekend_000057.jpg,"at the gaza border ready to strike hamas. on saturday, the israeli military said its air strikes on hamas targets in gaza will become more relentless as they prepare for the ground incursion. today the palestinian ministry of health in gaza said the number killed there is up to"
https://archive.org/details/CNNW_20231022_120000_CNN_This_Morning_Weekend#start/684/end/719,10/22/2023 12:11:39,10/22/2023,CNN,CNN This Morning Weekend,CNNW_20231022_120000_CNN_This_Morning_Weekend,https://archive.org/download/CNNW_20231022_120000_CNN_This_Morning_Weekend/CNNW_20231022_120000_CNN_This_Morning_Weekend.thumbs/CNNW_20231022_120000_CNN_This_Morning_Weekend_000658.jpg,to the palestinian ministry of health. that question of civilian casuals still remains going forward. israel's military has directed civilians to move out of the northern part of the gaza strip and to move south. and when i spoke with a special forces commander just the other
https://archive.org/details/CNNW_20231022_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/2515/end/2550,10/22/2023 13:42:10,10/22/2023,CNN,State of the Union With Jake Tapper and Dana Bash,CNNW_20231022_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash,https://archive.org/download/CNNW_20231022_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash/CNNW_20231022_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash.thumbs/CNNW_20231022_130000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash_002489.jpg,"which the palestinian health ministry, which is obviously controlled by hamas, blamed on the israelis, but u.s. intelligence seems to have concluded it more was likely to caused by palestinian islamic"
https://archive.org/details/CNNW_20231022_150000_Inside_Politics_With_Manu_Raju#start/1543/end/1578,10/22/2023 15:25:58,10/22/2023,CNN,Inside Politics With Manu Raju,CNNW_20231022_150000_Inside_Politics_With_Manu_Raju,https://archive.org/download/CNNW_20231022_150000_Inside_Politics_With_Manu_Raju/CNNW_20231022_150000_Inside_Politics_With_Manu_Raju.thumbs/CNNW_20231022_150000_Inside_Politics_With_Manu_Raju_001528.jpg,"controlled by hamas and egypt. so, a lot of the delay, theize raelies have no control over beyond saying that we're not going to bomb the route coming in. from the palestinian perspective, though, there have been bombs continuing in the"
https://archive.org/details/CNNW_20231022_160000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash#start/2516/end/2551,10/22/2023 16:42:11,10/22/2023,CNN,State of the Union With Jake Tapper and Dana Bash,CNNW_20231022_160000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash,https://archive.org/download/CNNW_20231022_160000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash/CNNW_20231022_160000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash.thumbs/CNNW_20231022_160000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash_002488.jpg,"top classified intelligence. who is responsible for the explosion at the baptist hospital in gaza tuesday which the palestinian health ministry which is, obviously, controlled by hamas blamed on the israelis, but u.s. intelligence seems to"
https://archive.org/details/CNNW_20231022_190000_Israel_at_War#start/1974/end/2009,10/22/2023 19:33:09,10/22/2023,CNN,Israel at War,CNNW_20231022_190000_Israel_at_War,https://archive.org/download/CNNW_20231022_190000_Israel_at_War/CNNW_20231022_190000_Israel_at_War.thumbs/CNNW_20231022_190000_Israel_at_War_001917.jpg,"with a qualifying internet bundle. comcast business, powering possibilities. the death toll in gaza continues to rise as more than 4600 people have now died in gaza. that according to the territory's hamas controlled"
https://archive.org/details/CNNW_20231022_190000_Israel_at_War#start/1988/end/2023,10/22/2023 19:33:23,10/22/2023,CNN,Israel at War,CNNW_20231022_190000_Israel_at_War,https://archive.org/download/CNNW_20231022_190000_Israel_at_War/CNNW_20231022_190000_Israel_at_War.thumbs/CNNW_20231022_190000_Israel_at_War_001977.jpg,"palestinian ministry of health. tragically about 40% of that number is made up of children. cnn's jomana karedsheh has their story. and a warning, some of the images and stories in this report are very graphic and"
https://archive.org/details/CNNW_20231022_220000_Israel_at_War#start/570/end/605,10/22/2023 22:09:45,10/22/2023,CNN,Israel at War,CNNW_20231022_220000_Israel_at_War,https://archive.org/download/CNNW_20231022_220000_Israel_at_War/CNNW_20231022_220000_Israel_at_War.thumbs/CNNW_20231022_220000_Israel_at_War_000568.jpg,"they're all supplied by the hamas-controlled ministry of health. and those numbers would have you believe and the world that everyone is an innocent civilian. if we've hit and killed 2000 hamas terrorists, i would say,"
https://archive.org/details/CNNW_20231022_220000_Israel_at_War#start/755/end/790,10/22/2023 22:12:50,10/22/2023,CNN,Israel at War,CNNW_20231022_220000_Israel_at_War,https://archive.org/download/CNNW_20231022_220000_Israel_at_War/CNNW_20231022_220000_Israel_at_War.thumbs/CNNW_20231022_220000_Israel_at_War_000748.jpg,"situation where gaza is controlled by hamas. when you say discussing with close friends, i'm making an assumption that includes the united states. you can assume that. do you feel that the united states when it comes to those discussions has your back on the options that you're looking at."
https://archive.org/details/CNNW_20231022_230000_Israel_at_War#start/835/end/870,10/22/2023 23:14:10,10/22/2023,CNN,Israel at War,CNNW_20231022_230000_Israel_at_War,https://archive.org/download/CNNW_20231022_230000_Israel_at_War/CNNW_20231022_230000_Israel_at_War.thumbs/CNNW_20231022_230000_Israel_at_War_000567.jpg,"after this brief break. president biden spoke today with the pope, canadian prime minister justin trudeau, french president emmanuel macron, and several other world leaders today as the war between israel and hamas rages on. the palestinian health ministry"
https://archive.org/details/CNNW_20231023_020000_The_Whole_Story_With_Anderson_Cooper#start/73/end/108,10/23/2023 2:01:28,10/23/2023,CNN,The Whole Story With Anderson Cooper,CNNW_20231023_020000_The_Whole_Story_With_Anderson_Cooper,https://archive.org/download/CNNW_20231023_020000_The_Whole_Story_With_Anderson_Cooper/CNNW_20231023_020000_The_Whole_Story_With_Anderson_Cooper.thumbs/CNNW_20231023_020000_The_Whole_Story_With_Anderson_Cooper_000057.jpg,"for. in response, israel began a bombing campaign in gaza. according to the hamas controlled health ministry more than 4000 people have died there so far. the story of hamas is complex. its roots date back to the formation of israel in 1948. it has many factions including"
https://archive.org/details/CNNW_20231023_020000_The_Whole_Story_With_Anderson_Cooper#start/1998/end/2033,10/23/2023 2:33:33,10/23/2023,CNN,The Whole Story With Anderson Cooper,CNNW_20231023_020000_The_Whole_Story_With_Anderson_Cooper,https://archive.org/download/CNNW_20231023_020000_The_Whole_Story_With_Anderson_Cooper/CNNW_20231023_020000_The_Whole_Story_With_Anderson_Cooper.thumbs/CNNW_20231023_020000_The_Whole_Story_With_Anderson_Cooper_001978.jpg,fires back. 11 days of bloodshed. 11 days that killed almost 250 palestinians in gaza according to the hamas run palestinian health ministry and 12 israelis. conditions in gaza since 2021
https://archive.org/details/CNNW_20231023_060000_CNN_Newsroom_Live#start/942/end/977,10/23/2023 6:15:57,10/23/2023,CNN,CNN Newsroom Live,CNNW_20231023_060000_CNN_Newsroom_Live,https://archive.org/download/CNNW_20231023_060000_CNN_Newsroom_Live/CNNW_20231023_060000_CNN_Newsroom_Live.thumbs/CNNW_20231023_060000_CNN_Newsroom_Live_000928.jpg,"us and sharing your analysis and perspective on all of this. appreciate it. thank you, rosemary. aid workers are warning the situation in gaza has become a humanitarian catastrophe. the hama-controlled ministry of"
